A1BG,0.0
A1BG-AS1,0.0
A1CF,0.6020601843493876
A2M,0.0
A2M-AS1,0.0
A2ML1,0.0
A2ML1-AS1,0.0
A2MP1,0.0
A3GALT2,0.0
A4GALT,0.0
A4GNT,0.0
AA06,0.3010300849922538
AAAS,0.0
AACS,0.0
AACSP1,0.0
AADAC,0.0
AADACL2,0.4771212956206867
AADACL2-AS1,0.0
AADACL3,0.0
AADACL4,0.0
AADACP1,0.0
AADAT,0.0
AAGAB,0.0
AAK1,2.4082399280872058
AAMDC,0.0
AAMP,0.0
AANAT,0.0
AAR2,0.0
AARD,0.0
AARS1,0.477121305050545
AARS2,0.0
AARSD1,0.0
AASDH,0.0
AASDHPPT,2.900913075444243
AASS,0.0
AATBC,0.0
AATF,0.3010299460164145
AATF-2,0.0
AATK,0.0
ABALON,0.0
ABAT,1.7634279835250402
ABCA1,1.2787535423258403
ABCA10,0.0
ABCA11P,0.0
ABCA12,0.30103000410803166
ABCA13,0.3010303689056643
ABCA15P,0.0
ABCA17P,0.0
ABCA2,0.3010297006984304
ABCA3,1.3617278288099641
ABCA4,0.0
ABCA5,1.556302466203009
ABCA6,0.0
ABCA7,0.0
ABCA8,0.0
ABCA9,0.0
ABCA9-AS1,0.0
ABCB1,0.0
ABCB10,0.0
ABCB11,0.0
ABCB4,0.0
ABCB5,0.30102985718274056
ABCB6,0.6989700275577363
ABCB7,1.3010299794700713
ABCB8,0.0
ABCB9,0.0
ABCC1,0.0
ABCC1-2,0.0
ABCC10,0.3010299527963998
ABCC11,0.0
ABCC12,0.0
ABCC13,0.0
ABCC2,0.0
ABCC3,0.0
ABCC4,2.0086001762750545
ABCC5,0.3010299159717838
ABCC5-AS1,0.0
ABCC6,0.0
ABCC6P1,0.0
ABCC6P2,0.0
ABCC8,0.0
ABCC9,0.7844450289530552
ABCD1,0.0
ABCD2,0.0
ABCD3,0.0
ABCD4,2.0293837886928983
ABCE1,0.0
ABCF1,0.0
ABCF1-DT,0.0
ABCF2,0.0
ABCF2-H2BK1,0.0
ABCF3,0.0
ABCG1,0.0
ABCG2,0.0
ABCG4,0.0
ABCG5,0.0
ABCG8,0.30102988134498126
ABHD1,0.0
ABHD10,0.0
ABHD11,0.0
ABHD12,0.0
ABHD12B,1.3383108567892168
ABHD13,0.0
ABHD14A,0.0
ABHD14A-ACY1,0.0
ABHD14B,0.0
ABHD15,0.30103010714854167
ABHD16A,1.6532125508547593
ABHD16B,0.0
ABHD17A,0.0
ABHD17B,0.0
ABHD17C,0.0
ABHD18,0.3010300481420451
ABHD2,0.3010300143656914
ABHD3,0.0
ABHD4,0.0
ABHD5,0.0
ABHD6,0.6020600225931283
ABHD8,0.0
ABI1,1.2731254835615955
ABI2,2.8965262303111214
ABI3,0.0
ABI3BP,2.7678976046091024
ABITRAM,0.0
ABL1,0.0
ABL2,0.0
ABLIM1,2.330413749966814
ABLIM2,0.0
ABLIM3,0.0
ABO,0.0
ABO-2,0.0
ABR,0.0
ABR-AS1,0.30102987045623564
ABRA,0.0
ABRACL,0.0
ABRAXAS1,0.0
ABRAXAS2,0.3010300184948133
ABT1,0.0
ABTB1,0.0
ABTB2,0.0
ABTB3,1.5440680465537604
ACAA1,0.0
ACAA2,0.6020600562483847
ACACA,0.0
ACACA-2,0.7781511617279201
ACACB,0.0
ACAD10,1.491361683843674
ACAD11,0.0
ACAD8,1.0413924868630755
ACAD9,0.0
ACAD9-DT,0.0
ACADL,0.0
ACADM,0.0
ACADS,0.0
ACADSB,0.0
ACADVL,2.1583625162741447
ACAN,0.0
ACAP1,0.0
ACAP1-2,0.0
ACAP2,0.0
ACAP3,0.7781512712909219
ACAT1,1.3010300479973795
ACAT2,0.6020600601960101
ACBD3,0.3010299912239266
ACBD3-AS1,0.0
ACBD4,0.0
ACBD5,1.9164552164394593
ACBD6,1.6232493591746067
ACBD7,0.0
ACBD7-DCLRE1CP1,0.0
ACCS,0.0
ACCSL,0.0
ACD,0.0
ACE,0.0
ACE2,0.0
ACE2-DT,0.0
ACER1,0.0
ACER2,0.0
ACER3,0.47712125440980485
ACER3-AS1,0.0
ACHE,0.0
ACIN1,0.7781512136837223
ACKR1,0.0
ACKR2,0.0
ACKR3,0.0
ACKR4,0.0
ACLY,2.1492191020653335
ACMSD,0.0
ACO1,0.0
ACO2,2.4313637720593877
ACOD1,0.0
ACOT1,0.0
ACOT11,0.0
ACOT12,0.0
ACOT13,0.0
ACOT2,0.0
ACOT4,0.0
ACOT6,0.0
ACOT7,1.462398066182855
ACOT8,0.0
ACOT9,0.0
ACOX1,0.3010301700696375
ACOX2,0.0
ACOX3,0.8450979927487853
ACOXL,0.3010302028213595
ACOXL-AS1,0.0
ACP1,3.1486027106606382
ACP2,0.0
ACP3,0.0
ACP4,0.0
ACP5,0.0
ACP6,0.0
ACP7,0.0
ACR,0.0
ACRBP,0.0
ACRV1,0.0
ACSBG1,0.0
ACSBG2,0.0
ACSF2,0.0
ACSF3,0.0
ACSL1,0.0
ACSL3,2.805500841624742
ACSL3-AS1,0.0
ACSL4,1.6812412193150654
ACSL5,0.0
ACSL6,0.0
ACSL6-AS1,0.0
ACSM1,0.0
ACSM2A,0.0
ACSM2B,0.0
ACSM3,0.0
ACSM4,0.0
ACSM5,0.0
ACSM6,0.0
ACSS1,0.0
ACSS2,0.0
ACSS3,0.9787114417257865
ACTA1,0.0
ACTA2,0.0
ACTA2-AS1,0.0
ACTB,2.9175054534290354
ACTBL2,0.0
ACTC1,0.0
ACTE1P,0.0
ACTG1,1.8750612962296027
ACTG1P17,0.0
ACTG1P20,0.0
ACTG1P25,0.30103001656054174
ACTG1P4,0.0
ACTG2,0.0
ACTL10,0.0
ACTL6A,0.0
ACTL6B,1.1461280883917389
ACTL7A,0.0
ACTL7B,0.0
ACTL8,0.0
ACTL9,0.0
ACTMAP,0.0
ACTN1,0.47712121883127756
ACTN1-DT,0.0
ACTN2,0.0
ACTN3,0.0
ACTN4,0.2240134842134821
ACTN4-2,0.2240134842134821
ACTR10,1.3617278563077986
ACTR1A,0.0
ACTR1B,0.0
ACTR1B-2,0.0
ACTR2,1.0413926656029218
ACTR3,1.2041199762652162
ACTR3-AS1,0.0
ACTR3B,0.0
ACTR3BP2,0.0
ACTR3BP5,0.0
ACTR3C,2.25042010420572
ACTR5,1.380211245150945
ACTR6,1.8512583878101854
ACTR8,0.0
ACTRT1,0.0
ACTRT2,0.0
ACTRT3,0.0
ACVR1,0.0
ACVR1B,0.3010298870164211
ACVR1C,0.0
ACVR2A,1.4277970744338613
ACVR2B,0.0
ACVR2B-AS1,0.0
ACVRL1,0.0
ACY1,0.0
ACY3,0.0
ACYP1,0.0
ACYP2,0.3010300043188882
ADA,0.0
ADA2,0.0
ADAD1,0.0
ADAD2,0.0
ADAM10,2.915927181385952
ADAM11,0.0
ADAM12,0.47712145574674614
ADAM15,0.0
ADAM15-EFNA4,0.0
ADAM17,0.35618187272823093
ADAM18,0.0
ADAM19,0.0
ADAM2,0.0
ADAM2-2,0.0
ADAM20,0.8658660321954776
ADAM20P1,0.0
ADAM21,0.0
ADAM21P1,0.0
ADAM22,2.068185833535063
ADAM23,2.149219089716798
ADAM28,0.0
ADAM29,0.0
ADAM30,0.0
ADAM32,0.0
ADAM32-2,0.0
ADAM33,0.0
ADAM3A,0.0
ADAM3B,0.0
ADAM5,0.0
ADAM6,0.0
ADAM7,0.0
ADAM7-AS1,0.0
ADAM7-AS2,0.0
ADAM8,0.0
ADAM9,0.0
ADAMDEC1,0.477121231209615
ADAMTS1,0.0
ADAMTS10,0.0
ADAMTS12,0.0
ADAMTS13,0.0
ADAMTS13-2,0.0
ADAMTS14,0.0
ADAMTS15,0.0
ADAMTS16,0.0
ADAMTS16-DT,0.0
ADAMTS17,0.6459578923433605
ADAMTS18,0.477121268553143
ADAMTS19,0.30103033927229317
ADAMTS19-AS1,0.0
ADAMTS2,0.0
ADAMTS20,0.0
ADAMTS3,0.0
ADAMTS4,0.0
ADAMTS5,0.0
ADAMTS6,0.0
ADAMTS7,0.0
ADAMTS7P1,0.0
ADAMTS8,0.0
ADAMTS9,0.0
ADAMTS9-AS1,0.0
ADAMTS9-AS2,0.0
ADAMTSL1,0.0
ADAMTSL2,0.0
ADAMTSL3,0.5440680407950169
ADAMTSL3-2,0.5440680407950169
ADAMTSL4,0.0
ADAMTSL4-AS1,0.0
ADAMTSL4-AS2,0.0
ADAMTSL5,0.0
ADAP1,0.0
ADAP2,0.0
ADAP2-2,0.0
ADAR,0.9542424308096885
ADARB1,0.0
ADARB2,0.6989699993410754
ADARB2-AS1,0.0
ADAT1,0.0
ADAT2,0.0
ADAT3,0.0
ADCK1,0.0
ADCK2,0.0
ADCK5,0.6989700615031298
ADCK5-2,0.6989700615031298
ADCY1,0.30102957245552725
ADCY10,0.0
ADCY10P1,0.0
ADCY2,0.0
ADCY3,0.0
ADCY4,0.0
ADCY5,0.0
ADCY6,0.0
ADCY6-DT,0.0
ADCY7,0.0
ADCY8,0.0
ADCY9,0.7781512743012831
ADCYAP1,0.3010299137218717
ADCYAP1R1,0.0
ADD1,2.2600713787181705
ADD2,1.6429703577948125
ADD3,2.71683771887176
ADD3-AS1,0.0
ADGB,0.0
ADGB-DT,0.0
ADGRA1,0.0
ADGRA1-AS1,0.0
ADGRA2,0.0
ADGRA3,0.0
ADGRB1,0.3010300545056571
ADGRB2,0.0
ADGRB3,1.0791811987184774
ADGRB3-DT,0.0
ADGRD1,0.0
ADGRD1-AS1,0.0
ADGRD2,0.0
ADGRE1,0.0
ADGRE2,0.0
ADGRE3,0.0
ADGRE4P,0.0
ADGRE5,1.079181241601575
ADGRF1,0.0
ADGRF2P,0.0
ADGRF3,0.0
ADGRF4,0.0
ADGRF5,0.30102991864508677
ADGRF5-AS1,0.0
ADGRG1,0.7781512770627625
ADGRG2,0.0
ADGRG3,0.0
ADGRG4,0.0
ADGRG5,0.0
ADGRG6,0.0
ADGRG7,0.0
ADGRL1,0.9294188888689011
ADGRL1-2,0.9294188888689011
ADGRL1-AS1,0.0
ADGRL2,0.3010298585141035
ADGRL3,2.770115272204152
ADGRL3-AS1,0.0
ADGRL4,0.0
ADGRV1,0.0
ADH1A,0.0
ADH1B,0.30102995849363967
ADH1C,0.0
ADH4,0.0
ADH5,0.0
ADH6,0.0
ADH7,0.0
ADHFE1,0.6989700092701461
ADI1,0.32916515523978107
ADIG,0.0
ADIPINT,0.3010299876924744
ADIPOQ,0.0
ADIPOQ-AS1,0.0
ADIPOR1,1.806179976390686
ADIPOR2,0.7781512724209525
ADIPOR2-2,0.7781512724209525
ADIRF,0.0
ADIRF-AS1,0.0
ADISSP,0.0
ADK,0.0
ADM,0.0
ADM2,0.0
ADM5,0.0
ADNP,0.0
ADNP-AS1,0.0
ADNP2,0.0
ADO,0.0
ADORA1,0.0
ADORA2A,0.0
ADORA2A-AS1,0.0
ADORA2B,0.0
ADORA3,0.0
ADPGK,0.0
ADPGK-AS1,0.0
ADPRH,0.0
ADPRHL1,0.0
ADPRM,1.6803426143057354
ADPRS,0.0
ADRA1A,0.301029926995365
ADRA1B,0.0
ADRA1D,0.0
ADRA2A,0.0
ADRA2B,0.0
ADRA2C,0.0
ADRB1,2.8965262206925106
ADRB2,0.0
ADRB3,0.0
ADRM1,0.0
ADSL,0.0
ADSS1,0.0
ADSS2,0.0
ADTRP,0.0
AEBP1,0.0
AEBP2,0.9999999775317548
AEN,2.3159703476696545
AFAP1,0.0
AFAP1-AS1,0.0
AFAP1L1,0.3010297969038632
AFAP1L2,2.6201360544227796
AFDN,1.6989699759093724
AFDN-DT,0.0
AFF1,0.0
AFF1-AS1,0.0
AFF2,0.4771214721390662
AFF3,2.674861113269163
AFF4,0.602060040252018
AFF4-DT,0.0
AFG1L,0.0
AFG2A,0.3380878369097431
AFG2B,0.0
AFG3L1P,0.4771212680780509
AFG3L2,1.3802112491582217
AFM,0.0
AFMID,0.0
AFP,0.0
AFTPH,1.6020599830847153
AFTPH-DT,0.0
AGA,0.0
AGA-DT,0.3010300785531185
AGAP1,1.6627577815763428
AGAP1-IT1,0.0
AGAP10P,0.0
AGAP11,0.0
AGAP12P,2.035736932807465
AGAP13P,1.428051753833728
AGAP14P,0.0
AGAP2,0.0
AGAP2-AS1,0.0
AGAP3,0.7781512507359288
AGAP4,0.0
AGAP5,0.3270246672415266
AGAP6,0.0
AGAP7P,0.0
AGAP9,1.4082597049066516
AGBL1,0.0
AGBL1-AS1,0.0
AGBL2,0.0
AGBL3,0.602060146644301
AGBL4,0.3010299735281127
AGBL4-AS1,0.0
AGBL4-IT1,0.0
AGBL5,0.0
AGBL5-AS1,0.0
AGER,0.0
AGER-2,0.0
AGER-3,0.0
AGER-4,0.0
AGER-5,0.0
AGER-6,0.0
AGER-7,0.0
AGFG1,2.8014036834901788
AGFG2,0.0
AGGF1,0.0
AGK,1.7242758636546722
AGK-DT,0.0
AGL,0.30103016474122196
AGMAT,0.30102989691010407
AGMO,1.531478938956579
AGO1,0.3010294430869367
AGO2,0.0
AGO3,0.477120755328007
AGO4,0.0
